CARE_SITE_ID,CARE_SITE_NAME,PLACE_OF_SERVICE_CONCEPT_ID,LOCATION_ID,CARE_SITE_SOURCE_VALUE,PLACE_OF_SERVICE_SOURCE_VALUE
7054,,8940,,398620695,Office
7114,,8940,,410819706,Office
7174,,8940,,187625188,Office
7234,,8940,,734282514,Office
7294,,8940,,312052489,Office
7354,,8940,,678848405,Office
7414,,8756,,2301MD,Outpatient Facility
7474,,8940,,711738074,Office
7534,,8756,,2201AQ,Outpatient Facility
7594,,8940,,482975085,Office
7654,,8756,,1613XR,Outpatient Facility
7714,,8940,,442848996,Office
7774,,8717,,1513DC,Inpatient Facility
7834,,8940,,099276944,Office
7894,,8940,,552525075,Office
7954,,8940,,791959347,Office
8014,,8756,,22RUVP,Outpatient Facility
8074,,8940,,144786440,Office
8134,,8940,,229371888,Office
8194,,8940,,099207779,Office
8254,,8940,,325996448,Office
8314,,8940,,426538086,Office
8374,,8940,,160335240,Office
8434,,8940,,498691546,Office
8494,,8940,,309175953,Office
8554,,8940,,884617301,Office
8614,,8756,,3900UT,Outpatient Facility
8674,,8940,,092505481,Office
8734,,8940,,900632044,Office
8794,,8940,,173719707,Office
8854,,8940,,738202561,Office
8914,,8940,,027299621,Office
8974,,8940,,884800172,Office
9034,,8940,,229758049,Office
9094,,8940,,608176662,Office
9154,,8940,,362162761,Office
9214,,8756,,2300AQ,Outpatient Facility
9274,,8940,,463333101,Office
9334,,8940,,452942130,Office
9394,,8940,,236175574,Office
9454,,8940,,541537777,Office
9514,,8940,,898439120,Office
9574,,8940,,156748184,Office
9634,,8940,,386137844,Office
9694,,8940,,175834237,Office
9754,,8940,,474826524,Office
9814,,8940,,510643878,Office
9874,,8940,,050917891,Office
9934,,8940,,798280510,Office
9994,,8940,,658125483,Office
10054,,8940,,901879051,Office
10114,,8940,,527125831,Office
10174,,8940,,401403402,Office
10234,,8940,,994573049,Office
10294,,8940,,547930608,Office
10354,,8940,,690413823,Office
10414,,8940,,479794529,Office
10474,,8940,,886614212,Office
10534,,8940,,393221808,Office
10594,,8940,,478180529,Office
10654,,8940,,598489809,Office
10714,,8940,,818574887,Office
10774,,8940,,355830608,Office
10834,,8940,,505772789,Office
10894,,8940,,772450023,Office
10954,,8940,,734247540,Office
11014,,8940,,500098387,Office
11074,,8940,,737843914,Office
11134,,8940,,782611207,Office
11194,,8940,,630721047,Office
11254,,8940,,358210124,Office
11314,,8940,,032142576,Office
11374,,8940,,562419755,Office
11434,,8940,,795788118,Office
11494,,8940,,736342153,Office
11554,,8940,,967346814,Office
11614,,8940,,144956522,Office
11674,,8756,,19258N,Outpatient Facility
11734,,8940,,449933022,Office
11794,,8940,,568585003,Office
11854,,8940,,440308153,Office
11914,,8940,,485021259,Office
11974,,8940,,383434113,Office
12034,,8940,,569767635,Office
12094,,8940,,825595662,Office
12154,,8940,,680230463,Office
12214,,8940,,604492674,Office
12274,,8940,,062301312,Office
12334,,8940,,870653032,Office
12394,,8940,,675035149,Office
12454,,8940,,550674711,Office
12514,,8940,,355077195,Office
12574,,8940,,649380767,Office
12634,,8940,,117190199,Office
12694,,8940,,001418255,Office
12754,,8940,,994901358,Office
12814,,8940,,059569686,Office
12874,,8940,,325212522,Office
12934,,8940,,941334923,Office
12994,,8940,,180905603,Office
13054,,8940,,484777902,Office
13114,,8756,,1700HG,Outpatient Facility
13174,,8940,,670895449,Office
13234,,8717,,4100CG,Inpatient Facility
13294,,8940,,730464633,Office
13354,,8940,,706960277,Office
13414,,8940,,808918752,Office
13474,,8756,,4313YQ,Outpatient Facility
13534,,8940,,478427091,Office
13594,,8940,,398075792,Office
13654,,8940,,744920165,Office
13714,,8940,,632217506,Office
13774,,8940,,431622826,Office
13834,,8940,,545529482,Office
13894,,8940,,254132050,Office
13954,,8940,,685647071,Office
14014,,8940,,714216210,Office
14074,,8940,,597148273,Office
14134,,8940,,510978912,Office
14194,,8940,,073555148,Office
14254,,8940,,125927725,Office
14314,,8940,,034630912,Office
14374,,8940,,674707696,Office
14434,,8940,,447392470,Office
14494,,8940,,501046080,Office
14554,,8940,,407079975,Office
14614,,8940,,999664579,Office
14674,,8940,,310371487,Office
14734,,8940,,737662557,Office
14794,,8940,,201907690,Office
14854,,8940,,834033597,Office
14914,,8940,,738073143,Office
14974,,8940,,095682774,Office
15034,,8940,,396942193,Office
15094,,8940,,586988251,Office
15154,,8756,,0400DQ,Outpatient Facility
15214,,8940,,105120698,Office
15274,,8940,,640548414,Office
15334,,8940,,194456713,Office
15394,,8940,,914383141,Office
15454,,8940,,851724342,Office
15514,,8940,,880435039,Office
15574,,8940,,531732692,Office
15634,,8940,,053240147,Office
15694,,8940,,846373294,Office
15754,,8940,,483327430,Office
15814,,8940,,756489133,Office
15874,,8940,,174240352,Office
15934,,8940,,948655155,Office
15994,,8940,,407356849,Office
16054,,8940,,873906274,Office
16114,,8940,,263349636,Office
16174,,8940,,220356286,Office
16234,,8940,,366090235,Office
16294,,8940,,476329931,Office
16354,,8940,,035733966,Office
16414,,8940,,326127685,Office
16474,,8940,,131225123,Office
16534,,8940,,803927014,Office
16594,,8940,,801443981,Office
16654,,8940,,300431674,Office
16714,,8940,,062063012,Office
16774,,8940,,217629508,Office
16834,,8940,,467567654,Office
16894,,8940,,061193419,Office
16954,,8940,,342982479,Office
17014,,8756,,3302HG,Outpatient Facility
17074,,8756,,5200XT,Outpatient Facility
17134,,8940,,053634122,Office
17194,,8940,,817092395,Office
17254,,8940,,324628256,Office
17314,,8940,,034203972,Office
17374,,8940,,673792310,Office
17434,,8940,,767140409,Office
17494,,8717,,1001XU,Inpatient Facility
17554,,8940,,795664188,Office
17614,,8940,,398942353,Office
17674,,8940,,368013191,Office
17734,,8940,,007273700,Office
17794,,8940,,594955588,Office
17854,,8940,,627083833,Office
17914,,8756,,2213WV,Outpatient Facility
17974,,8940,,493110978,Office
18034,,8756,,3800YQ,Outpatient Facility
18094,,8940,,524937277,Office
18154,,8940,,333533116,Office
18214,,8940,,307849223,Office
18274,,8940,,072632020,Office
18334,,8940,,936682910,Office
18394,,8940,,854377639,Office
18454,,8940,,919504891,Office
18514,,8940,,341849005,Office
18574,,8940,,695298256,Office
18634,,8756,,4900VR,Outpatient Facility
18694,,8940,,166929384,Office
18754,,8940,,180502846,Office
18814,,8756,,2300QA,Outpatient Facility
18874,,8940,,123882639,Office
18934,,8940,,617878779,Office
18994,,8940,,286950213,Office
19054,,8940,,820691503,Office
19114,,8940,,354908898,Office
19174,,8940,,435693002,Office
19234,,8940,,052983821,Office
19294,,8940,,981313106,Office
19354,,8756,,4401VV,Outpatient Facility
19414,,8756,,4504CG,Outpatient Facility
19474,,8940,,514867225,Office
19534,,8940,,408671301,Office
19594,,8940,,708662249,Office
19654,,8940,,646016834,Office
19714,,8756,,0400TA,Outpatient Facility
19774,,8940,,159405114,Office
19834,,8940,,170050188,Office
19894,,8940,,583757012,Office
19954,,8940,,070108037,Office
20014,,8940,,679220705,Office
20074,,8940,,436555776,Office
20134,,8940,,919553581,Office
20194,,8940,,859048022,Office
20254,,8940,,626538958,Office
20314,,8940,,618707089,Office
20374,,8940,,337044441,Office
20434,,8940,,678883118,Office
20494,,8940,,455589406,Office
20554,,8940,,625128493,Office
20614,,8940,,046780412,Office
20674,,8940,,923698791,Office
20734,,8940,,374572154,Office
20794,,8940,,537104785,Office
20854,,8756,,3901BH,Outpatient Facility
20914,,8940,,205626076,Office
20974,,8940,,710220651,Office
21034,,8940,,059771896,Office
21094,,8940,,335433223,Office
21154,,8756,,1500PA,Outpatient Facility
21214,,8940,,989625586,Office
21274,,8940,,729119069,Office
21334,,8940,,640312787,Office
21394,,8940,,618590818,Office
21454,,8940,,508534603,Office
35,,8940,,609846103,Office
95,,8940,,335354875,Office
155,,8756,,0506JQ,Outpatient Facility
215,,8940,,610292256,Office
275,,8940,,530407497,Office
335,,8940,,636714581,Office
395,,8940,,026387612,Office
455,,8940,,686384026,Office
515,,8756,,3633MH,Outpatient Facility
575,,8940,,373102948,Office
635,,8940,,076450427,Office
695,,8940,,845774404,Office
755,,8940,,852119551,Office
815,,8940,,765492198,Office
875,,8940,,833106873,Office
935,,8940,,613666296,Office
995,,8940,,634199553,Office
1055,,8940,,494262444,Office
1115,,8940,,142144036,Office
1175,,8940,,076073626,Office
1235,,8940,,468725915,Office
1295,,8940,,036907644,Office
1355,,8940,,736434389,Office
1415,,8940,,200713884,Office
1475,,8940,,824586428,Office
1535,,8940,,546247663,Office
1595,,8940,,304907284,Office
1655,,8717,,15008B,Inpatient Facility
1715,,8940,,835076361,Office
1775,,8940,,201143280,Office
1835,,8940,,727693687,Office
1895,,8940,,002236723,Office
1955,,8940,,872683733,Office
2015,,8940,,762143860,Office
2075,,8940,,029971874,Office
2135,,8940,,668496578,Office
2195,,8756,,1402HU,Outpatient Facility
2255,,8940,,605159708,Office
2315,,8940,,802170991,Office
2375,,8940,,018382142,Office
2435,,8940,,952232873,Office
2495,,8756,,1000XK,Outpatient Facility
2555,,8940,,693876796,Office
2615,,8940,,143752690,Office
2675,,8940,,239601194,Office
2735,,8756,,5013XA,Outpatient Facility
2795,,8940,,054134341,Office
2855,,8940,,298697716,Office
2915,,8940,,687495936,Office
2975,,8940,,326996734,Office
3035,,8940,,057443563,Office
3095,,8940,,272917539,Office
3155,,8940,,536354623,Office
3215,,8940,,627634669,Office
3275,,8940,,220340051,Office
3335,,8940,,564746894,Office
3395,,8940,,251225301,Office
3455,,8940,,804241583,Office
3515,,8940,,352693434,Office
3575,,8940,,009787310,Office
3635,,8940,,364763491,Office
3695,,8940,,259277881,Office
3755,,8940,,835211298,Office
3815,,8940,,945670790,Office
3875,,8940,,960744339,Office
3935,,8940,,741716247,Office
3995,,8940,,706161631,Office
4055,,8940,,744675875,Office
4115,,8940,,555115805,Office
4175,,8940,,530792344,Office
4235,,8940,,679848133,Office
4295,,8940,,719144898,Office
4355,,8940,,732399871,Office
4415,,8940,,934878873,Office
4475,,8940,,221425582,Office
4535,,8940,,181048814,Office
4595,,8940,,738817164,Office
4655,,8940,,682375471,Office
4715,,8940,,396161412,Office
4775,,8940,,080549872,Office
4835,,8940,,828940642,Office
4895,,8940,,341659678,Office
4955,,8940,,897613520,Office
5015,,8940,,684465802,Office
5075,,8940,,347465369,Office
5135,,8940,,602506411,Office
5195,,8940,,315115249,Office
5255,,8940,,420083651,Office
5315,,8940,,403126348,Office
5375,,8940,,868300817,Office
5435,,8940,,726536570,Office
5495,,8940,,845750464,Office
5555,,8940,,617484159,Office
5615,,8940,,685499259,Office
5675,,8940,,468463756,Office
5735,,8940,,819357886,Office
5795,,8940,,538471603,Office
5855,,8940,,403306807,Office
5915,,8940,,048619917,Office
5975,,8756,,2602WC,Outpatient Facility
6035,,8940,,039929777,Office
6095,,8940,,987114184,Office
6155,,8940,,126238883,Office
6215,,8940,,786733704,Office
6275,,8940,,290033176,Office
6335,,8940,,274566780,Office
6395,,8940,,696017848,Office
6455,,8940,,291489712,Office
6515,,8940,,684181915,Office
6575,,8940,,316873690,Office
6635,,8756,,3418AS,Outpatient Facility
6695,,8940,,007370949,Office
6755,,8940,,505742271,Office
6815,,8940,,565425572,Office
6875,,8940,,465313571,Office
6935,,8940,,387312395,Office
6995,,8940,,566750798,Office
7055,,8940,,303416521,Office
7115,,8940,,283564531,Office
7175,,8940,,483771186,Office
7235,,8940,,179072001,Office
7295,,8940,,614720225,Office
7355,,8940,,459032231,Office
7415,,8756,,2601MN,Outpatient Facility
7475,,8756,,1513MM,Outpatient Facility
7535,,8940,,475912452,Office
7595,,8756,,3900BV,Outpatient Facility
7655,,8940,,976873342,Office
7715,,8940,,922002406,Office
7775,,8940,,845593513,Office
7835,,8940,,121303557,Office
7895,,8940,,196717569,Office
7955,,8940,,078720423,Office
8015,,8940,,988809346,Office
8075,,8940,,736993350,Office
8135,,8756,,3100NR,Outpatient Facility
8195,,8756,,4504UB,Outpatient Facility
8255,,8940,,939407306,Office
8315,,8940,,558195394,Office
8375,,8940,,726855024,Office
8435,,8940,,704448200,Office
8495,,8940,,579390282,Office
8555,,8940,,914184677,Office
8615,,8940,,118625127,Office
8675,,8940,,530759134,Office
8735,,8940,,998584938,Office
8795,,8940,,139954989,Office
8855,,8940,,119926775,Office
8915,,8940,,316739464,Office
8975,,8940,,867484756,Office
9035,,8940,,753745165,Office
9095,,8940,,589583058,Office
9155,,8756,,3325TC,Outpatient Facility
9215,,8940,,969585539,Office
9275,,8940,,728216924,Office
9335,,8940,,554796830,Office
9395,,8940,,095111772,Office
9455,,8940,,174429185,Office
9515,,8940,,694553267,Office
9575,,8940,,507660324,Office
9635,,8940,,944210276,Office
9695,,8940,,448123818,Office
9755,,8940,,663327677,Office
9815,,8940,,651624465,Office
9875,,8940,,199082523,Office
9935,,8940,,546272359,Office
9995,,8940,,721651122,Office
10055,,8940,,391455688,Office
10115,,8940,,507327191,Office
10175,,8940,,908332383,Office
10235,,8940,,871470132,Office
10295,,8940,,452960917,Office
10355,,8940,,872635295,Office
10415,,8940,,718174702,Office
10475,,8940,,620635654,Office
10535,,8940,,106124078,Office
10595,,8940,,252172178,Office
10655,,8940,,331591786,Office
10715,,8940,,546675332,Office
10775,,8756,,2500KR,Outpatient Facility
10835,,8940,,179994813,Office
10895,,8940,,495817953,Office
10955,,8940,,358157424,Office
11015,,8940,,053252886,Office
11075,,8940,,529511886,Office
11135,,8756,,3302RJ,Outpatient Facility
11195,,8940,,979869771,Office
11255,,8940,,590753644,Office
11315,,8756,,1100XJ,Outpatient Facility
11375,,8940,,613488177,Office
11435,,8940,,616741112,Office
11495,,8940,,206732319,Office
11555,,8940,,993641566,Office
11615,,8940,,368156754,Office
11675,,8940,,622725254,Office
11735,,8940,,255949085,Office
11795,,8940,,250914309,Office
11855,,8940,,520193537,Office
11915,,8756,,4400YC,Outpatient Facility
11975,,8940,,056788890,Office
12035,,8940,,017576179,Office
12095,,8940,,378456556,Office
12155,,8940,,724718255,Office
12215,,8940,,236202206,Office
12275,,8940,,267919971,Office
12335,,8940,,027072021,Office
12395,,8940,,426134241,Office
12455,,8940,,223428811,Office
12515,,8940,,194001262,Office
12575,,8940,,928960339,Office
12635,,8940,,448325560,Office
12695,,8717,,0101RJ,Inpatient Facility
12755,,8940,,096857721,Office
12815,,8940,,421199575,Office
12875,,8940,,202802469,Office
12935,,8940,,014066608,Office
12995,,8940,,361822205,Office
13055,,8940,,919999812,Office
13115,,8940,,825128133,Office
13175,,8940,,603773256,Office
13235,,8940,,527853940,Office
13295,,8940,,371751047,Office
13355,,8940,,512033708,Office
13415,,8940,,619343919,Office
13475,,8940,,845734084,Office
13535,,8940,,435716469,Office
13595,,8940,,098636355,Office
13655,,8940,,095437104,Office
13715,,8940,,501873252,Office
13775,,8940,,933613495,Office
13835,,8940,,165895904,Office
13895,,8940,,624814253,Office
13955,,8940,,518030541,Office
14015,,8940,,642189993,Office
14075,,8940,,555408305,Office
14135,,8940,,011501601,Office
14195,,8940,,787351200,Office
14255,,8940,,607770550,Office
14315,,8940,,076203487,Office
14375,,8940,,178613490,Office
14435,,8940,,306237288,Office
14495,,8940,,780892913,Office
14555,,8756,,1401ZD,Outpatient Facility
14615,,8756,,3302NN,Outpatient Facility
14675,,8940,,785766958,Office
14735,,8940,,328828927,Office
14795,,8940,,609291246,Office
14855,,8940,,800292268,Office
14915,,8940,,378631984,Office
14975,,8940,,650874599,Office
15035,,8940,,731732181,Office
15095,,8940,,318087468,Office
15155,,8940,,368194536,Office
15215,,8940,,684093555,Office
15275,,8940,,146545998,Office
15335,,8940,,383709542,Office
15395,,8940,,813024614,Office
15455,,8940,,138719196,Office
15515,,8940,,849522614,Office
15575,,8940,,381885233,Office
15635,,8940,,514021095,Office
15695,,8940,,777678229,Office
15755,,8940,,547878817,Office
15815,,8940,,357764991,Office
15875,,8940,,104581541,Office
15935,,8940,,062312980,Office
15995,,8940,,068306312,Office
16055,,8940,,332436024,Office
16115,,8940,,241768924,Office
16175,,8756,,3800NK,Outpatient Facility
16235,,8940,,755456571,Office
16295,,8940,,157922726,Office
16355,,8940,,849168124,Office
16415,,8940,,202502888,Office
16475,,8940,,322023128,Office
16535,,8940,,994303043,Office
16595,,8940,,109991217,Office
16655,,8940,,512077205,Office
16715,,8940,,991596640,Office
16775,,8940,,142992789,Office
16835,,8940,,005489742,Office
16895,,8940,,794686913,Office
16955,,8940,,047710309,Office
17015,,8940,,261220194,Office
17075,,8940,,933470764,Office
17135,,8940,,819708488,Office
17195,,8940,,862188901,Office
17255,,8940,,461725118,Office
17315,,8940,,629983811,Office
17375,,8940,,851789254,Office
17435,,8940,,669650911,Office
17495,,8940,,182088949,Office
17555,,8940,,592577305,Office
17615,,8940,,296693967,Office
17675,,8940,,836894904,Office
17735,,8940,,693271430,Office
17795,,8940,,239567120,Office
17855,,8940,,552696952,Office
17915,,8940,,596181933,Office
17975,,8940,,244680111,Office
18035,,8940,,646499603,Office
18095,,8756,,1825JJ,Outpatient Facility
18155,,8940,,051685419,Office
18215,,8940,,078336710,Office
18275,,8940,,906751155,Office
18335,,8940,,951957476,Office
18395,,8940,,748391966,Office
18455,,8940,,012156736,Office
18515,,8940,,075972971,Office
18575,,8717,,3100JN,Inpatient Facility
18635,,8940,,633703320,Office
18695,,8940,,406882508,Office
18755,,8940,,643653510,Office
18815,,8940,,794818284,Office
18875,,8940,,471364972,Office
18935,,8940,,215544103,Office
18995,,8940,,268212936,Office
19055,,8756,,0502NQ,Outpatient Facility
19115,,8940,,491595758,Office
19175,,8940,,987067204,Office
19235,,8940,,059039157,Office
19295,,8940,,948136220,Office
19355,,8940,,200620898,Office
19415,,8940,,010642934,Office
19475,,8940,,488657779,Office
19535,,8940,,064307290,Office
19595,,8940,,385613177,Office
19655,,8940,,772544147,Office
19715,,8940,,872432768,Office
19775,,8940,,408192939,Office
19835,,8940,,333635729,Office
19895,,8940,,216064499,Office
19955,,8940,,852006295,Office
20015,,8717,,2500CR,Inpatient Facility
20075,,8940,,531233341,Office
20135,,8940,,556950971,Office
20195,,8940,,732748637,Office
20255,,8940,,513733881,Office
20315,,8940,,628033816,Office
20375,,8940,,092534996,Office
20435,,8940,,482032619,Office
20495,,8940,,323615267,Office
20555,,8940,,408165948,Office
20615,,8940,,240517523,Office
20675,,8940,,235905128,Office
20735,,8940,,596245570,Office
20795,,8940,,026287291,Office
20855,,8940,,529562277,Office
20915,,8940,,966078713,Office
20975,,8940,,533888088,Office
21035,,8940,,831676330,Office
21095,,8756,,1000CB,Outpatient Facility
36,,8940,,359611081,Office
96,,8940,,841023075,Office
156,,8756,,4500HB,Outpatient Facility
216,,8940,,361639059,Office
276,,8940,,222184409,Office
336,,8940,,982091546,Office
396,,8940,,635407159,Office
456,,8940,,890636037,Office
516,,8940,,910237271,Office
576,,8940,,388371352,Office
636,,8940,,025159921,Office
696,,8940,,867142705,Office
756,,8940,,338583710,Office
816,,8940,,370033868,Office
876,,8940,,811571764,Office
936,,8940,,916014153,Office
996,,8940,,835449863,Office
1056,,8940,,086964928,Office
1116,,8940,,732216380,Office
1176,,8940,,359730241,Office
1236,,8940,,018753169,Office
1296,,8940,,284656003,Office
1356,,8940,,576361826,Office
1416,,8940,,740667060,Office
1476,,8940,,082460420,Office
1536,,8940,,058118744,Office
1596,,8940,,909375023,Office
1656,,8940,,423152270,Office
1716,,8940,,402227436,Office
1776,,8940,,833547659,Office
1836,,8940,,357085208,Office
1896,,8940,,175173385,Office
1956,,8940,,100305302,Office
2016,,8940,,336407854,Office
2076,,8940,,441457391,Office
2136,,8940,,808803980,Office
2196,,8940,,723636490,Office
2256,,8940,,593742334,Office
2316,,8940,,332627638,Office
2376,,8940,,432395479,Office
2436,,8940,,547160496,Office
2496,,8756,,26006U,Outpatient Facility
2556,,8940,,196128072,Office
2616,,8940,,026727769,Office
2676,,8940,,029198230,Office
2736,,8940,,085704392,Office
2796,,8940,,378055204,Office
2856,,8940,,365558172,Office
2916,,8940,,070151314,Office
2976,,8940,,421553211,Office
3036,,8940,,369236148,Office
3096,,8940,,372091851,Office
3156,,8940,,309065393,Office
3216,,8756,,51006U,Outpatient Facility
3276,,8940,,353175077,Office
3336,,8940,,431391263,Office
3396,,8940,,347426022,Office
3456,,8940,,848162256,Office
3516,,8940,,773903153,Office
3576,,8940,,367014878,Office
3636,,8756,,3902NU,Outpatient Facility
3696,,8940,,711079371,Office
3756,,8940,,662182696,Office
3816,,8940,,058254363,Office
3876,,8940,,987438818,Office
3936,,8940,,139659027,Office
3996,,8940,,955701900,Office
4056,,8940,,312164427,Office
4116,,8940,,482675624,Office
4176,,8940,,739504457,Office
4236,,8940,,215341778,Office
4296,,8940,,968853908,Office
4356,,8940,,914966975,Office
4416,,8940,,868681087,Office
4476,,8940,,448783419,Office
4536,,8940,,319722574,Office
4596,,8756,,3613YK,Outpatient Facility
4656,,8940,,544807899,Office
4716,,8940,,085048908,Office
4776,,8940,,251507066,Office
4836,,8940,,785751731,Office
4896,,8940,,958848134,Office
4956,,8940,,368885916,Office
5016,,8940,,462048255,Office
5076,,8940,,331036381,Office
5136,,8940,,042104669,Office
5196,,8940,,823652657,Office
5256,,8940,,197825358,Office
5316,,8940,,353444195,Office
5376,,8940,,669956517,Office
5436,,8940,,018010310,Office
5496,,8940,,801095526,Office
5556,,8940,,100689738,Office
5616,,8940,,672299447,Office
5676,,8940,,361575737,Office
5736,,8940,,248475343,Office
5796,,8940,,167463221,Office
5856,,8940,,927612858,Office
5916,,8940,,445751008,Office
5976,,8940,,618584442,Office
6036,,8940,,528523368,Office
6096,,8756,,3601VQ,Outpatient Facility
6156,,8940,,326015766,Office
6216,,8940,,161905235,Office
6276,,8940,,587611330,Office
6336,,8940,,491912143,Office
6396,,8940,,179428331,Office
6456,,8940,,764773374,Office
6516,,8940,,407599231,Office
6576,,8940,,265736061,Office
6636,,8940,,220996000,Office
6696,,8940,,013035981,Office
6756,,8940,,431483513,Office
6816,,8940,,761633053,Office
6876,,8940,,966973673,Office
6936,,8940,,223978137,Office
6996,,8940,,767314033,Office
7056,,8940,,525110772,Office
7116,,8940,,543258708,Office
7176,,8940,,453398046,Office
7236,,8940,,040544708,Office
7296,,8940,,142488090,Office
7356,,8940,,459240774,Office
7416,,8940,,664919124,Office
7476,,8940,,936521527,Office
7536,,8940,,832080935,Office
7596,,8940,,638849752,Office
7656,,8940,,459312486,Office
7716,,8940,,230564673,Office
7776,,8940,,289746415,Office
7836,,8940,,895809843,Office
7896,,8940,,474452626,Office
7956,,8940,,432790919,Office
8016,,8717,,0600CD,Inpatient Facility
8076,,8940,,856764505,Office
8136,,8940,,795246667,Office
8196,,8940,,576093448,Office
8256,,8756,,0502XT,Outpatient Facility
8316,,8940,,856537336,Office
8376,,8940,,328261633,Office
8436,,8940,,384346183,Office
8496,,8940,,569137689,Office
8556,,8756,,0505CH,Outpatient Facility
8616,,8756,,0700VV,Outpatient Facility
8676,,8940,,068808136,Office
8736,,8940,,042387512,Office
8796,,8756,,0600KD,Outpatient Facility
8856,,8940,,653449894,Office
8916,,8940,,023909450,Office
8976,,8940,,621782431,Office
9036,,8940,,263367461,Office
9096,,8940,,329495187,Office
9156,,8940,,289831771,Office
9216,,8940,,002868138,Office
9276,,8940,,893588537,Office
9336,,8940,,530798549,Office
9396,,8940,,191688890,Office
9456,,8940,,450405172,Office
9516,,8940,,105145615,Office
9576,,8940,,210401952,Office
9636,,8756,,2323BG,Outpatient Facility
9696,,8717,,1100UT,Inpatient Facility
9756,,8940,,508056622,Office
9816,,8940,,824383101,Office
9876,,8940,,522489394,Office
9936,,8940,,210268430,Office
9996,,8940,,147589925,Office
10056,,8940,,830605491,Office
10116,,8940,,081543559,Office
10176,,8940,,990319683,Office
10236,,8940,,030920172,Office
10296,,8940,,951358216,Office
10356,,8940,,626864934,Office
10416,,8940,,254969405,Office
10476,,8940,,816888841,Office
10536,,8940,,537062166,Office
10596,,8940,,759835863,Office
10656,,8940,,089715015,Office
10716,,8940,,203626238,Office
10776,,8756,,1002MC,Outpatient Facility
10836,,8940,,545215839,Office
10896,,8940,,101594026,Office
10956,,8940,,355064834,Office
11016,,8940,,496735916,Office
11076,,8940,,379267671,Office
11136,,8940,,500846630,Office
11196,,8940,,924079041,Office
11256,,8940,,370376190,Office
11316,,8940,,593574324,Office
11376,,8940,,702755547,Office
11436,,8940,,726939574,Office
11496,,8940,,022283102,Office
11556,,8940,,372277413,Office
11616,,8940,,887538470,Office
11676,,8940,,469298172,Office
11736,,8940,,165136192,Office
11796,,8940,,175542662,Office
11856,,8940,,631926193,Office
11916,,8940,,581910253,Office
11976,,8717,,1000UU,Inpatient Facility
12036,,8940,,697604066,Office
12096,,8940,,856642492,Office
12156,,8940,,833685566,Office
12216,,8940,,677977739,Office
12276,,8940,,323959953,Office
12336,,8940,,502950810,Office
12396,,8940,,650676170,Office
12456,,8756,,44006U,Outpatient Facility
12516,,8756,,1413BH,Outpatient Facility
12576,,8940,,105844011,Office
12636,,8940,,338518721,Office
12696,,8940,,442013145,Office
12756,,8940,,539502082,Office
12816,,8940,,992138952,Office
12876,,8940,,533406807,Office
12936,,8940,,509888051,Office
12996,,8940,,545246385,Office
13056,,8940,,230017889,Office
13116,,8940,,538541787,Office
13176,,8940,,338140498,Office
13236,,8940,,484866233,Office
13296,,8940,,130369460,Office
13356,,8940,,214130517,Office
13416,,8940,,899903806,Office
13476,,8940,,586948224,Office
13536,,8940,,517366989,Office
13596,,8756,,0506GC,Outpatient Facility
13656,,8940,,443166077,Office
13716,,8940,,521092814,Office
13776,,8940,,985885371,Office
13836,,8940,,067995945,Office
13896,,8940,,825942912,Office
13956,,8940,,333163232,Office
14016,,8940,,333037018,Office
14076,,8756,,3800TR,Outpatient Facility
14136,,8940,,480745574,Office
14196,,8940,,377780383,Office
14256,,8756,,3302GD,Outpatient Facility
14316,,8940,,311941599,Office
14376,,8940,,746093414,Office
14436,,8940,,668236391,Office
14496,,8940,,797169643,Office
14556,,8940,,564570038,Office
14616,,8940,,924053753,Office
14676,,8940,,633907073,Office
14736,,8940,,496539158,Office
14796,,8940,,012635889,Office
14856,,8940,,754462455,Office
14916,,8940,,987873523,Office
14976,,8940,,469921373,Office
15036,,8940,,273454784,Office
15096,,8940,,052597260,Office
15156,,8940,,946225929,Office
15216,,8940,,897686352,Office
15276,,8756,,1001GJ,Outpatient Facility
15336,,8940,,588831663,Office
15396,,8940,,261972027,Office
15456,,8940,,582859722,Office
15516,,8940,,557298183,Office
15576,,8940,,040238636,Office
15636,,8940,,514946070,Office
15696,,8940,,457195614,Office
15756,,8940,,704356883,Office
15816,,8940,,294950081,Office
15876,,8940,,209261480,Office
15936,,8940,,120420287,Office
15996,,8940,,051315342,Office
16056,,8940,,474600557,Office
16116,,8940,,323998417,Office
16176,,8940,,346945355,Office
16236,,8940,,410833373,Office
16296,,8940,,708964042,Office
16356,,8940,,292667413,Office
16416,,8940,,251307493,Office
16476,,8756,,17136Q,Outpatient Facility
16536,,8940,,778468815,Office
16596,,8940,,664318646,Office
16656,,8940,,187818306,Office
16716,,8940,,246048747,Office
16776,,8940,,248179164,Office
16836,,8940,,869055322,Office
16896,,8940,,068682055,Office
16956,,8940,,602618708,Office
17016,,8940,,700168699,Office
17076,,8940,,836350317,Office
17136,,8940,,320890426,Office
17196,,8940,,220225289,Office
17256,,8940,,227624829,Office
17316,,8940,,942438657,Office
17376,,8940,,523471116,Office
17436,,8940,,674984125,Office
17496,,8940,,775034673,Office
17556,,8940,,864952909,Office
17616,,8756,,2413VQ,Outpatient Facility
17676,,8940,,307411668,Office
17736,,8940,,657944168,Office
17796,,8940,,514642772,Office
17856,,8940,,758570314,Office
17916,,8940,,387584694,Office
17976,,8940,,042655053,Office
